3.000000000000000000e+00 -4.347829999999999750e-02 1.538460000000000105e-01 1.944440000000000057e-01 -3.537120000000000264e-01 -4.505489999999999773e-01 -6.981129999999999836e-01 -3.464050000000000185e-01 -8.571429999999999327e-02 -5.000000000000000000e-01 1.714289999999999980e-01 -5.157890000000000530e-01 -5.323740000000000139e-01 -5.660380000000000272e-02 -7.105259999999999909e-01 -4.545449999999999768e-01 -2.195120000000000127e-01 -2.666669999999999874e-01 6.666669999999999541e-02
3.000000000000000000e+00 -2.173910000000000009e-01 -3.846149999999999847e-01 2.222220000000000029e-01 -6.768560000000000132e-01 -7.802200000000000246e-01 -7.358489999999999753e-01 -5.163400000000000212e-01 8.571429999999999327e-02 -6.666670000000000096e-01 -2.857140000000000235e-01 -5.789469999999999894e-01 -6.498800000000000132e-01 -3.836479999999999890e-01 -6.578950000000000076e-01 -1.818180000000000074e-01 -3.170729999999999937e-01 -1.333330000000000071e-01 2.000000000000000111e-01
1.000000000000000000e+00 3.478260000000000240e-01 3.076920000000000210e-01 8.333329999999999904e-01 -8.296939999999999871e-02 -5.824179999999999913e-01 -6.981129999999999836e-01 2.418299999999999894e-01 -6.571430000000000327e-01 0.000000000000000000e+00 1.428570000000000118e-01 -2.105260000000000117e-02 8.153480000000000449e-02 3.962260000000000226e-01 -6.315790000000000015e-01 2.727269999999999972e-01 -5.609760000000000302e-01 -2.000000000000000111e-01 0.000000000000000000e+00
3.000000000000000000e+00 -1.304349999999999954e-01 -3.846149999999999847e-01 1.666670000000000096e-01 -5.196509999999999740e-01 -6.483520000000000394e-01 -7.358489999999999753e-01 -5.816989999999999661e-01 1.428570000000000118e-01 -6.666670000000000096e-01 -2.857140000000000235e-01 -6.842110000000000136e-01 -7.002399999999999736e-01 -7.735849999999999671e-01 -8.947370000000000045e-01 -4.545449999999999768e-01 -5.121949999999999559e-01 5.333329999999999460e-01 7.333330000000000126e-01
2.000000000000000000e+00 -4.782609999999999917e-01 -1.538460000000000105e-01 -1.666670000000000096e-01 -1.179039999999999949e-01 2.307690000000000019e-01 8.867920000000000247e-01 -5.163400000000000212e-01 8.571429999999999327e-02 -6.666670000000000096e-01 -2.571430000000000105e-01 1.684209999999999874e-01 -6.618709999999999871e-01 -6.289310000000000213e-03 7.894740000000000091e-01 -1.818180000000000074e-01 -4.634150000000000214e-01 -7.333330000000000126e-01 -8.666669999999999652e-01
2.000000000000000000e+00 4.782609999999999917e-01 8.461539999999999617e-01 8.333329999999999904e-01 -4.061139999999999750e-01 -9.340659999999999519e-01 -8.490569999999999506e-01 8.692809999999999704e-01 -1.000000000000000000e+00 8.333329999999999904e-01 4.571430000000000216e-01 5.789469999999999894e-01 8.537169999999999481e-01 9.496860000000000301e-01 -3.157889999999999864e-01 -5.454550000000000232e-01 -5.609760000000000302e-01 -6.666670000000000096e-01 -8.666669999999999652e-01
2.000000000000000000e+00 4.347829999999999750e-02 -2.307690000000000019e-01 -8.333329999999999904e-02 -3.973800000000000110e-01 -6.043960000000000443e-01 -8.490569999999999506e-01 -4.640520000000000200e-01 -8.571429999999999327e-02 -6.666670000000000096e-01 -2.857140000000000235e-01 -5.157890000000000530e-01 -5.755400000000000515e-01 -2.075470000000000093e-01 -8.157889999999999864e-01 1.818180000000000074e-01 -9.512199999999999545e-01 5.999999999999999778e-01 5.333329999999999460e-01
3.000000000000000000e+00 -2.608699999999999908e-01 -2.307690000000000019e-01 -2.777780000000000249e-01 -5.371179999999999843e-01 -6.043960000000000443e-01 -7.358489999999999753e-01 -6.732029999999999959e-01 2.571430000000000105e-01 -8.333329999999999904e-01 -2.000000000000000111e-01 -6.631580000000000252e-01 -7.673860000000000126e-01 -3.081760000000000055e-01 -7.894740000000000091e-01 -7.272729999999999473e-01 -8.536589999999999456e-01 1.333330000000000071e-01 4.000000000000000222e-01
3.000000000000000000e+00 -4.347829999999999750e-01 -9.230770000000000364e-01 -3.888889999999999847e-01 -6.855900000000000327e-01 -6.923080000000000345e-01 -8.113209999999999589e-01 -8.692809999999999704e-01 5.999999999999999778e-01 -1.000000000000000000e+00 -7.428569999999999895e-01 -8.842109999999999692e-01 -9.064750000000000307e-01 -9.622640000000000082e-01 -8.684209999999999985e-01 -8.181819999999999649e-01 -3.170729999999999937e-01 5.999999999999999778e-01 8.000000000000000444e-01
1.000000000000000000e+00 -1.304349999999999954e-01 -1.538460000000000105e-01 6.111109999999999598e-01 -1.877729999999999955e-01 -6.703299999999999814e-01 -6.603769999999999918e-01 -7.189539999999999820e-02 -4.285709999999999797e-01 -1.666670000000000096e-01 -2.000000000000000111e-01 -2.421049999999999869e-01 -2.302160000000000040e-01 -4.591189999999999993e-01 -8.684209999999999985e-01 -6.363640000000000407e-01 -3.170729999999999937e-01 2.666669999999999874e-01 5.333329999999999460e-01
3.000000000000000000e+00 -4.347829999999999750e-01 -7.692309999999999981e-01 -1.666670000000000096e-01 -6.593890000000000029e-01 -6.923080000000000345e-01 -7.358489999999999753e-01 -7.254899999999999682e-01 3.714290000000000092e-01 -8.333329999999999904e-01 -6.571430000000000327e-01 -7.578949999999999854e-01 -8.033569999999999878e-01 -7.735849999999999671e-01 -8.157889999999999864e-01 -8.181819999999999649e-01 -5.121949999999999559e-01 2.000000000000000111e-01 4.000000000000000222e-01
1.000000000000000000e+00 -2.608699999999999908e-01 -9.230770000000000364e-01 -2.777780000000000249e-01 -7.205240000000000533e-01 -8.241760000000000197e-01 -8.490569999999999506e-01 -8.562089999999999979e-01 5.999999999999999778e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -8.105259999999999687e-01 -9.040770000000000195e-01 -8.867920000000000247e-01 -8.421049999999999924e-01 -5.454550000000000232e-01 2.682930000000000037e-01 3.333329999999999904e-01 4.000000000000000222e-01
2.000000000000000000e+00 -3.478260000000000240e-01 0.000000000000000000e+00 -5.555559999999999665e-02 -4.148470000000000213e-01 -5.384619999999999962e-01 -8.490569999999999506e-01 -4.771239999999999926e-01 -2.857140000000000027e-02 -6.666670000000000096e-01 -1.428570000000000118e-01 -4.736839999999999939e-01 -6.043169999999999931e-01 4.402520000000000044e-02 -6.842110000000000136e-01 -5.454550000000000232e-01 -4.634150000000000214e-01 -1.333330000000000071e-01 -6.666669999999999541e-02
3.000000000000000000e+00 -3.043480000000000074e-01 -3.076920000000000210e-01 2.500000000000000000e-01 -6.506549999999999834e-01 -7.582419999999999716e-01 -6.981129999999999836e-01 -4.771239999999999926e-01 2.857140000000000027e-02 -6.666670000000000096e-01 -2.571430000000000105e-01 -5.473679999999999657e-01 -6.139090000000000380e-01 -3.459119999999999973e-01 -6.578950000000000076e-01 -2.727269999999999972e-01 -3.658540000000000125e-01 -2.666669999999999874e-01 6.666669999999999541e-02
2.000000000000000000e+00 -8.695650000000000601e-02 2.307690000000000019e-01 8.333329999999999904e-02 -1.353709999999999913e-01 -4.725269999999999748e-01 -8.867920000000000247e-01 -1.895419999999999883e-01 -3.714290000000000092e-01 -3.333329999999999904e-01 2.857140000000000027e-02 -3.052630000000000066e-01 -3.261390000000000122e-01 2.201259999999999883e-01 -6.842110000000000136e-01 -4.545449999999999768e-01 -9.024389999999999912e-01 4.000000000000000222e-01 2.000000000000000111e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.923080000000000345e-01 7.500000000000000000e-01 -1.528380000000000016e-01 -6.043960000000000443e-01 -7.358489999999999753e-01 2.026139999999999886e-01 -6.571430000000000327e-01 0.000000000000000000e+00 3.714290000000000092e-01 2.105260000000000117e-02 5.515590000000000076e-02 7.232699999999999685e-01 -6.052629999999999955e-01 -4.545449999999999768e-01 -9.024389999999999912e-01 -3.333329999999999904e-01 -1.333330000000000071e-01
3.000000000000000000e+00 -3.043480000000000074e-01 -7.692309999999999981e-01 -6.944439999999999502e-01 -9.563319999999999599e-01 -8.901099999999999568e-01 -8.490569999999999506e-01 -9.215689999999999715e-01 7.714290000000000314e-01 -1.000000000000000000e+00 -6.857140000000000457e-01 -9.263160000000000283e-01 -9.472420000000000284e-01 -7.987419999999999520e-01 -4.473679999999999879e-01 -8.181819999999999649e-01 -3.170729999999999937e-01 -6.666670000000000096e-01 -7.333330000000000126e-01
2.000000000000000000e+00 1.304349999999999954e-01 -3.846149999999999847e-01 2.777779999999999833e-02 -1.877729999999999955e-01 -5.164840000000000542e-01 -8.490569999999999506e-01 -1.503269999999999884e-01 -4.285709999999999797e-01 -3.333329999999999904e-01 -4.000000000000000222e-01 -2.421049999999999869e-01 -2.781770000000000076e-01 -4.716980000000000062e-01 -6.578950000000000076e-01 -6.363640000000000407e-01 -5.121949999999999559e-01 4.666669999999999985e-01 2.000000000000000111e-01
